quarter,hb,simd,episodes,length_of_stay
2022Q2,Forth Valley,1,4255,12370
2022Q3,Forth Valley,1,4067,12157
2017Q3,Forth Valley,2,2711,13599
2017Q4,Forth Valley,2,2731,13502
2018Q1,Forth Valley,2,2781,13462
2018Q2,Forth Valley,2,2750,14111
2018Q3,Forth Valley,2,2546,12619
2018Q4,Forth Valley,2,2616,13161
2019Q1,Forth Valley,2,2740,13100
2019Q2,Forth Valley,2,4106,12588
2019Q3,Forth Valley,2,4911,14569
2019Q4,Forth Valley,2,4848,14278
2020Q1,Forth Valley,2,4301,15445
2020Q2,Forth Valley,2,3371,9791
2020Q3,Forth Valley,2,4178,10933
2020Q4,Forth Valley,2,4190,12085
2021Q1,Forth Valley,2,4715,12595
2021Q2,Forth Valley,2,4651,13305
2021Q3,Forth Valley,2,4142,11967
2021Q4,Forth Valley,2,4141,13582
2022Q1,Forth Valley,2,4425,15552
2022Q2,Forth Valley,2,4709,15783
2022Q3,Forth Valley,2,4591,16809
2017Q3,Forth Valley,3,2337,12360
2017Q4,Forth Valley,3,2459,12178
2018Q1,Forth Valley,3,2430,11849
2018Q2,Forth Valley,3,2458,12870
2018Q3,Forth Valley,3,2331,11524
2018Q4,Forth Valley,3,2471,13910
2019Q1,Forth Valley,3,2423,11981
2019Q2,Forth Valley,3,3710,12086
2019Q3,Forth Valley,3,4237,11587
2019Q4,Forth Valley,3,4317,12179
2020Q1,Forth Valley,3,3643,12573
2020Q2,Forth Valley,3,3060,9462
2020Q3,Forth Valley,3,3410,9513
2020Q4,Forth Valley,3,4092,11474
2021Q1,Forth Valley,3,4158,10958
2021Q2,Forth Valley,3,4254,10525
2021Q3,Forth Valley,3,3645,10831
2021Q4,Forth Valley,3,3835,13485
2022Q1,Forth Valley,3,3854,12284
2022Q2,Forth Valley,3,4154,12041
2022Q3,Forth Valley,3,3920,12052
2017Q3,Forth Valley,4,1942,8974
2017Q4,Forth Valley,4,1887,8593
2018Q1,Forth Valley,4,1920,8826
2018Q2,Forth Valley,4,1892,8932
2018Q3,Forth Valley,4,1902,9788
2018Q4,Forth Valley,4,1890,10436
2019Q1,Forth Valley,4,1922,9658
2019Q2,Forth Valley,4,2928,10051
2019Q3,Forth Valley,4,3466,9074
2019Q4,Forth Valley,4,3412,11030
2020Q1,Forth Valley,4,2969,9741
2020Q2,Forth Valley,4,2300,7067
2020Q3,Forth Valley,4,2768,7625
2020Q4,Forth Valley,4,2869,8231
2021Q1,Forth Valley,4,3186,8108
2021Q2,Forth Valley,4,3621,10025
2021Q3,Forth Valley,4,2917,7348
2021Q4,Forth Valley,4,3003,9932
2022Q1,Forth Valley,4,3057,10222
2022Q2,Forth Valley,4,3003,8114
2022Q3,Forth Valley,4,3233,9833
2017Q3,Forth Valley,5,1347,6033
2017Q4,Forth Valley,5,1514,6920
2018Q1,Forth Valley,5,1468,6591
2018Q2,Forth Valley,5,1405,7876
2018Q3,Forth Valley,5,1464,6880
2018Q4,Forth Valley,5,1435,7239
2019Q1,Forth Valley,5,1367,5585
2019Q2,Forth Valley,5,2266,6940
2019Q3,Forth Valley,5,2823,10502
2019Q4,Forth Valley,5,2923,8883
2020Q1,Forth Valley,5,2427,8034
2020Q2,Forth Valley,5,1855,5112
2020Q3,Forth Valley,5,2342,6696
2020Q4,Forth Valley,5,2490,7222
2021Q1,Forth Valley,5,2478,7474
2021Q2,Forth Valley,5,2747,7266
2021Q3,Forth Valley,5,2393,6561
2021Q4,Forth Valley,5,2473,6830
2022Q1,Forth Valley,5,2451,6905
2022Q2,Forth Valley,5,2872,9979
2022Q3,Forth Valley,5,2729,7295
2017Q3,Grampian,1,1271,6822
2017Q4,Grampian,1,1312,7590
2018Q1,Grampian,1,1277,7517
2018Q2,Grampian,1,1258,6198
2018Q3,Grampian,1,1262,6261
2018Q4,Grampian,1,1221,5611
2019Q1,Grampian,1,1286,6960
2019Q2,Grampian,1,1274,7681
2019Q3,Grampian,1,1336,7104
2019Q4,Grampian,1,1169,7334
2020Q1,Grampian,1,1164,7489
2020Q2,Grampian,1,1248,4573
2020Q3,Grampian,1,1227,5500
2020Q4,Grampian,1,1118,6015
2021Q1,Grampian,1,1123,5815
2021Q2,Grampian,1,1144,5409
2021Q3,Grampian,1,1335,6763
2021Q4,Grampian,1,1315,6779
2022Q1,Grampian,1,1312,7184
2022Q2,Grampian,1,1177,7295
2022Q3,Grampian,1,1037,5905
2017Q3,Grampian,2,2775,14688
2017Q4,Grampian,2,2882,14818
2018Q1,Grampian,2,2831,17545
2018Q2,Grampian,2,2787,15147
2018Q3,Grampian,2,2765,14418
2018Q4,Grampian,2,2637,15300
2019Q1,Grampian,2,2735,15059
2019Q2,Grampian,2,2724,13649
2019Q3,Grampian,2,2725,14574
2019Q4,Grampian,2,2714,14927
2020Q1,Grampian,2,2497,15464
2020Q2,Grampian,2,2584,10144
2020Q3,Grampian,2,2397,11192
2020Q4,Grampian,2,2286,11880
2021Q1,Grampian,2,2436,13068
2021Q2,Grampian,2,2494,12218
2021Q3,Grampian,2,2560,12335
2021Q4,Grampian,2,2531,13686
2022Q1,Grampian,2,2421,13671
2022Q2,Grampian,2,2478,13727
2022Q3,Grampian,2,2359,12414
2017Q3,Grampian,3,2879,15488
2017Q4,Grampian,3,2826,16907
2018Q1,Grampian,3,2777,15659
2018Q2,Grampian,3,2978,17554
2018Q3,Grampian,3,2802,14315
2018Q4,Grampian,3,2632,14703
2019Q1,Grampian,3,2523,14093
2019Q2,Grampian,3,2803,15137
2019Q3,Grampian,3,2848,15972
2019Q4,Grampian,3,2965,16428
2020Q1,Grampian,3,2735,17836
2020Q2,Grampian,3,2482,10532
2020Q3,Grampian,3,2458,11653
2020Q4,Grampian,3,2399,12265
2021Q1,Grampian,3,2299,12552
2021Q2,Grampian,3,2598,13736
2021Q3,Grampian,3,2487,12292
2021Q4,Grampian,3,2524,13595
2022Q1,Grampian,3,2496,15588
2022Q2,Grampian,3,2612,15725
2022Q3,Grampian,3,2685,16379
2017Q3,Grampian,4,3459,16837
2017Q4,Grampian,4,3600,17754
2018Q1,Grampian,4,3394,18672
2018Q2,Grampian,4,3567,16885
2018Q3,Grampian,4,3608,17327
2018Q4,Grampian,4,3623,19746
2019Q1,Grampian,4,3527,18741
2019Q2,Grampian,4,3585,17380
2019Q3,Grampian,4,3596,18925
2019Q4,Grampian,4,3558,17007
2020Q1,Grampian,4,3479,20463
2020Q2,Grampian,4,3074,13350
2020Q3,Grampian,4,3036,14821
2020Q4,Grampian,4,3193,15505
2021Q1,Grampian,4,3098,15705
2021Q2,Grampian,4,3349,18199
2021Q3,Grampian,4,3383,16444
2021Q4,Grampian,4,3364,19045
2022Q1,Grampian,4,3371,18593
2022Q2,Grampian,4,3597,20950
2022Q3,Grampian,4,3436,20785
2017Q3,Grampian,5,3060,16438
2017Q4,Grampian,5,3212,17595
2018Q1,Grampian,5,3039,18566
2018Q2,Grampian,5,3219,19856
2018Q3,Grampian,5,3182,16217
2018Q4,Grampian,5,3243,17328
2019Q1,Grampian,5,3245,16198
2019Q2,Grampian,5,3145,17391
2019Q3,Grampian,5,3294,16737
2019Q4,Grampian,5,3375,20844
2020Q1,Grampian,5,3176,19777
2020Q2,Grampian,5,2873,11814
2020Q3,Grampian,5,2609,13459
2020Q4,Grampian,5,2878,13995
2021Q1,Grampian,5,2819,16029
2021Q2,Grampian,5,3163,15921
2021Q3,Grampian,5,2998,17805
2021Q4,Grampian,5,3061,17884
2022Q1,Grampian,5,2910,17379
2022Q2,Grampian,5,3066,18266
2022Q3,Grampian,5,3091,19193
2017Q3,Grampian,1,109,372
2017Q4,Grampian,1,108,486
2018Q1,Grampian,1,98,503
2018Q2,Grampian,1,91,511
2018Q3,Grampian,1,95,341
2018Q4,Grampian,1,91,263
2019Q1,Grampian,1,94,350
2019Q2,Grampian,1,76,482
2019Q3,Grampian,1,94,396
2019Q4,Grampian,1,107,471
2020Q1,Grampian,1,76,406
2020Q2,Grampian,1,51,329
2020Q3,Grampian,1,90,484
2020Q4,Grampian,1,71,569
2021Q1,Grampian,1,77,487
2021Q2,Grampian,1,67,344
2021Q3,Grampian,1,62,543
2021Q4,Grampian,1,80,670
2022Q1,Grampian,1,60,421
2022Q2,Grampian,1,71,562
2022Q3,Grampian,1,58,434
2017Q3,Grampian,2,444,2942
2017Q4,Grampian,2,465,2376
2018Q1,Grampian,2,444,2223
2018Q2,Grampian,2,484,2398
2018Q3,Grampian,2,495,2177
2018Q4,Grampian,2,446,3396
2019Q1,Grampian,2,400,2155
2019Q2,Grampian,2,438,1941
2019Q3,Grampian,2,426,2303
2019Q4,Grampian,2,387,4225
2020Q1,Grampian,2,378,2655
2020Q2,Grampian,2,353,1483
2020Q3,Grampian,2,348,1804
2020Q4,Grampian,2,399,2060
2021Q1,Grampian,2,367,2780
2021Q2,Grampian,2,415,2357
2021Q3,Grampian,2,345,2542
2021Q4,Grampian,2,324,1831
2022Q1,Grampian,2,346,2983
2022Q2,Grampian,2,276,2399
2022Q3,Grampian,2,309,2374
2017Q3,Grampian,3,869,6077
2017Q4,Grampian,3,947,4895
2018Q1,Grampian,3,827,5316
2018Q2,Grampian,3,909,5939
2018Q3,Grampian,3,803,4210
2018Q4,Grampian,3,897,5128
2019Q1,Grampian,3,841,4931
2019Q2,Grampian,3,861,4464
2019Q3,Grampian,3,781,4384
2019Q4,Grampian,3,804,4620
2020Q1,Grampian,3,816,5526
2020Q2,Grampian,3,610,4440
2020Q3,Grampian,3,704,3306
2020Q4,Grampian,3,695,4161
2021Q1,Grampian,3,694,4029
2021Q2,Grampian,3,722,4006
2021Q3,Grampian,3,682,3803
2021Q4,Grampian,3,637,4841
2022Q1,Grampian,3,628,3134
2022Q2,Grampian,3,591,4929
2022Q3,Grampian,3,679,7256
2017Q3,Grampian,4,823,5172
2017Q4,Grampian,4,831,4414
2018Q1,Grampian,4,825,4469
2018Q2,Grampian,4,831,4744
2018Q3,Grampian,4,804,4031
2018Q4,Grampian,4,811,3996
2019Q1,Grampian,4,745,4858
2019Q2,Grampian,4,761,3237
2019Q3,Grampian,4,771,3961
2019Q4,Grampian,4,733,5106
2020Q1,Grampian,4,642,4881
2020Q2,Grampian,4,537,3368
2020Q3,Grampian,4,631,3137
2020Q4,Grampian,4,629,3804
2021Q1,Grampian,4,573,3605
2021Q2,Grampian,4,626,3653
2021Q3,Grampian,4,562,3403
2021Q4,Grampian,4,577,3182
2022Q1,Grampian,4,539,3368
2022Q2,Grampian,4,561,5900
2022Q3,Grampian,4,464,5004
2017Q3,Grampian,5,246,941
2017Q4,Grampian,5,250,1164
2018Q1,Grampian,5,254,1341
2018Q2,Grampian,5,268,1523
2018Q3,Grampian,5,242,1096
2018Q4,Grampian,5,282,1853
2019Q1,Grampian,5,265,1872
2019Q2,Grampian,5,227,1397
2019Q3,Grampian,5,232,1472
2019Q4,Grampian,5,213,901
2020Q1,Grampian,5,209,1635
2020Q2,Grampian,5,152,829
2020Q3,Grampian,5,201,854
2020Q4,Grampian,5,184,1098
2021Q1,Grampian,5,184,1017
2021Q2,Grampian,5,198,1066
2021Q3,Grampian,5,170,810
2021Q4,Grampian,5,169,1866
2022Q1,Grampian,5,158,1304
2022Q2,Grampian,5,180,1297
2022Q3,Grampian,5,153,1105
2017Q3,Grampian,1,1538,7700
2017Q4,Grampian,1,1519,8257
2018Q1,Grampian,1,1487,8283
2018Q2,Grampian,1,1488,6965
2018Q3,Grampian,1,1474,6861
2018Q4,Grampian,1,1452,6314
2019Q1,Grampian,1,1518,7797
2019Q2,Grampian,1,1482,8516
2019Q3,Grampian,1,1539,7757
2019Q4,Grampian,1,1406,8080
2020Q1,Grampian,1,1380,8416
2020Q2,Grampian,1,1437,5251
2020Q3,Grampian,1,1452,6354
2020Q4,Grampian,1,1304,6921
2021Q1,Grampian,1,1282,6453
2021Q2,Grampian,1,1322,5980
2021Q3,Grampian,1,1511,7440
2021Q4,Grampian,1,1526,7875
2022Q1,Grampian,1,1509,7786
2022Q2,Grampian,1,1364,8145
2022Q3,Grampian,1,1192,6532
2017Q3,Grampian,2,3487,18289
2017Q4,Grampian,2,3618,17610
2018Q1,Grampian,2,3539,20361
2018Q2,Grampian,2,3572,18464
2018Q3,Grampian,2,3584,17682
2018Q4,Grampian,2,3406,19508
2019Q1,Grampian,2,3408,17807
2019Q2,Grampian,2,3437,16255
2019Q3,Grampian,2,3422,17440
2019Q4,Grampian,2,3352,19898
2020Q1,Grampian,2,3176,19283
2020Q2,Grampian,2,3218,11961
2020Q3,Grampian,2,2990,13568
2020Q4,Grampian,2,2940,14366
2021Q1,Grampian,2,2972,16065
2021Q2,Grampian,2,3172,15030
2021Q3,Grampian,2,3141,15402
2021Q4,Grampian,2,3095,16025
2022Q1,Grampian,2,3008,17692
2022Q2,Grampian,2,3000,16808
2022Q3,Grampian,2,2889,15298
2017Q3,Grampian,3,4026,22306
2017Q4,Grampian,3,4066,22472
2018Q1,Grampian,3,3900,21645
2018Q2,Grampian,3,4193,24327
2018Q3,Grampian,3,3877,19176
2018Q4,Grampian,3,3806,20684
2019Q1,Grampian,3,3627,19739
2019Q2,Grampian,3,3955,20708
2019Q3,Grampian,3,3923,21039
2019Q4,Grampian,3,4107,21720
2020Q1,Grampian,3,3841,24372
2020Q2,Grampian,3,3401,15390
2020Q3,Grampian,3,3458,15259
2020Q4,Grampian,3,3367,17180
2021Q1,Grampian,3,3190,17090
2021Q2,Grampian,3,3574,18593
2021Q3,Grampian,3,3464,16897
2021Q4,Grampian,3,3443,19139
2022Q1,Grampian,3,3394,19269
2022Q2,Grampian,3,3554,21340
2022Q3,Grampian,3,3686,24667
2017Q3,Grampian,4,4669,23262
2017Q4,Grampian,4,4824,23266
2018Q1,Grampian,4,4611,24430
2018Q2,Grampian,4,4891,22633
2018Q3,Grampian,4,4827,22392
2018Q4,Grampian,4,4849,24625
2019Q1,Grampian,4,4710,24541
2019Q2,Grampian,4,4746,21553
2019Q3,Grampian,4,4763,23723
2019Q4,Grampian,4,4714,23483
2020Q1,Grampian,4,4617,26608
2020Q2,Grampian,4,3986,17351
2020Q3,Grampian,4,4086,18458
2020Q4,Grampian,4,4227,20290
2021Q1,Grampian,4,3938,20067
2021Q2,Grampian,4,4399,22673
2021Q3,Grampian,4,4410,20812
2021Q4,Grampian,4,4342,23164
2022Q1,Grampian,4,4316,23159
2022Q2,Grampian,4,4630,27722
2022Q3,Grampian,4,4389,27062
2017Q3,Grampian,5,3677,18649
2017Q4,Grampian,5,3831,19591
2018Q1,Grampian,5,3671,20807
2018Q2,Grampian,5,3914,22418
2018Q3,Grampian,5,3801,18297
2018Q4,Grampian,5,3906,20003
2019Q1,Grampian,5,3885,18936
2019Q2,Grampian,5,3792,19916
2019Q3,Grampian,5,3969,19044
2019Q4,Grampian,5,3960,22575
2020Q1,Grampian,5,3800,22259
2020Q2,Grampian,5,3376,13082
2020Q3,Grampian,5,3214,14951
2020Q4,Grampian,5,3416,15757
2021Q1,Grampian,5,3281,17672
2021Q2,Grampian,5,3792,17962
2021Q3,Grampian,5,3651,19627
2021Q4,Grampian,5,3698,20880
2022Q1,Grampian,5,3454,19452
2022Q2,Grampian,5,3628,20602
2022Q3,Grampian,5,3641,21514
2017Q3,Greater Glasgow and Clyde,1,10317,41105
2017Q4,Greater Glasgow and Clyde,1,10018,43160
2018Q1,Greater Glasgow and Clyde,1,10098,44112
2018Q2,Greater Glasgow and Clyde,1,10377,43656
2018Q3,Greater Glasgow and Clyde,1,10225,40590
2018Q4,Greater Glasgow and Clyde,1,10457,41013
2019Q1,Greater Glasgow and Clyde,1,10678,42220
2019Q2,Greater Glasgow and Clyde,1,10751,43021
2019Q3,Greater Glasgow and Clyde,1,10867,41031
2019Q4,Greater Glasgow and Clyde,1,10857,41849
2020Q1,Greater Glasgow and Clyde,1,10206,43065
2020Q2,Greater Glasgow and Clyde,1,8036,30659
2020Q3,Greater Glasgow and Clyde,1,9636,36504
2020Q4,Greater Glasgow and Clyde,1,9442,41666
2021Q1,Greater Glasgow and Clyde,1,8711,37695
2021Q2,Greater Glasgow and Clyde,1,9797,41241
2021Q3,Greater Glasgow and Clyde,1,9456,43176
2021Q4,Greater Glasgow and Clyde,1,8917,44503
2022Q1,Greater Glasgow and Clyde,1,8484,40966
2022Q2,Greater Glasgow and Clyde,1,8498,44922
2022Q3,Greater Glasgow and Clyde,1,8581,43955
2017Q3,Greater Glasgow and Clyde,2,3707,14823
2017Q4,Greater Glasgow and Clyde,2,3738,16119
2018Q1,Greater Glasgow and Clyde,2,3747,16520
2018Q2,Greater Glasgow and Clyde,2,3853,16506
2018Q3,Greater Glasgow and Clyde,2,3948,15676
2018Q4,Greater Glasgow and Clyde,2,3905,17238
2019Q1,Greater Glasgow and Clyde,2,3881,15916
2019Q2,Greater Glasgow and Clyde,2,4006,16073
2019Q3,Greater Glasgow and Clyde,2,3928,16097
2019Q4,Greater Glasgow and Clyde,2,4032,15427
2020Q1,Greater Glasgow and Clyde,2,3873,17452
2020Q2,Greater Glasgow and Clyde,2,2669,11265
2020Q3,Greater Glasgow and Clyde,2,3479,12958
2020Q4,Greater Glasgow and Clyde,2,3297,14053
2021Q1,Greater Glasgow and Clyde,2,3204,16277
2021Q2,Greater Glasgow and Clyde,2,3856,15081
2021Q3,Greater Glasgow and Clyde,2,3410,15215
2021Q4,Greater Glasgow and Clyde,2,3405,18104
2022Q1,Greater Glasgow and Clyde,2,3251,16201
2022Q2,Greater Glasgow and Clyde,2,3549,16865
2022Q3,Greater Glasgow and Clyde,2,3359,18560
2017Q3,Greater Glasgow and Clyde,3,2163,8936
2017Q4,Greater Glasgow and Clyde,3,2209,8325
2018Q1,Greater Glasgow and Clyde,3,2111,7792
2018Q2,Greater Glasgow and Clyde,3,2066,8039
2018Q3,Greater Glasgow and Clyde,3,2127,7871
2018Q4,Greater Glasgow and Clyde,3,2117,7857
2019Q1,Greater Glasgow and Clyde,3,2238,8534
2019Q2,Greater Glasgow and Clyde,3,2340,8956
2019Q3,Greater Glasgow and Clyde,3,2371,8606
2019Q4,Greater Glasgow and Clyde,3,2328,8853
2020Q1,Greater Glasgow and Clyde,3,2240,10456
2020Q2,Greater Glasgow and Clyde,3,1559,5790
2020Q3,Greater Glasgow and Clyde,3,1829,6501
2020Q4,Greater Glasgow and Clyde,3,1831,8093
2021Q1,Greater Glasgow and Clyde,3,1795,8910
2021Q2,Greater Glasgow and Clyde,3,2037,8563
2021Q3,Greater Glasgow and Clyde,3,1840,8691
2021Q4,Greater Glasgow and Clyde,3,1847,8997
2022Q1,Greater Glasgow and Clyde,3,1765,8921
2022Q2,Greater Glasgow and Clyde,3,1813,8134
2022Q3,Greater Glasgow and Clyde,3,1978,8740
2017Q3,Greater Glasgow and Clyde,4,1994,7985
2017Q4,Greater Glasgow and Clyde,4,2056,7970
2018Q1,Greater Glasgow and Clyde,4,2144,9280
2018Q2,Greater Glasgow and Clyde,4,2042,8496
2018Q3,Greater Glasgow and Clyde,4,2135,7845
2018Q4,Greater Glasgow and Clyde,4,2185,8602
2019Q1,Greater Glasgow and Clyde,4,2115,8476
2019Q2,Greater Glasgow and Clyde,4,2246,8623
2019Q3,Greater Glasgow and Clyde,4,2244,8779
2019Q4,Greater Glasgow and Clyde,4,2210,8061
2020Q1,Greater Glasgow and Clyde,4,1986,8340
2020Q2,Greater Glasgow and Clyde,4,1530,6280
2020Q3,Greater Glasgow and Clyde,4,1944,8198
2020Q4,Greater Glasgow and Clyde,4,1763,8412
2021Q1,Greater Glasgow and Clyde,4,1711,7219
2021Q2,Greater Glasgow and Clyde,4,2017,7982
2021Q3,Greater Glasgow and Clyde,4,1964,8705
2021Q4,Greater Glasgow and Clyde,4,1919,8673
2022Q1,Greater Glasgow and Clyde,4,1946,8461
2022Q2,Greater Glasgow and Clyde,4,1852,9171
2022Q3,Greater Glasgow and Clyde,4,1976,10241
2017Q3,Greater Glasgow and Clyde,5,1687,6462
2017Q4,Greater Glasgow and Clyde,5,1749,6542
2018Q1,Greater Glasgow and Clyde,5,1688,7091
2018Q2,Greater Glasgow and Clyde,5,1595,6551
2018Q3,Greater Glasgow and Clyde,5,1638,6602
2018Q4,Greater Glasgow and Clyde,5,1683,6786
2019Q1,Greater Glasgow and Clyde,5,1661,6641
2019Q2,Greater Glasgow and Clyde,5,1802,6531
2019Q3,Greater Glasgow and Clyde,5,1645,6943
2019Q4,Greater Glasgow and Clyde,5,1757,6532
2020Q1,Greater Glasgow and Clyde,5,1621,6187
2020Q2,Greater Glasgow and Clyde,5,1203,4348
2020Q3,Greater Glasgow and Clyde,5,1477,5544
2020Q4,Greater Glasgow and Clyde,5,1305,5869
2021Q1,Greater Glasgow and Clyde,5,1328,6281
2021Q2,Greater Glasgow and Clyde,5,1476,6222
2021Q3,Greater Glasgow and Clyde,5,1462,5987
2021Q4,Greater Glasgow and Clyde,5,1551,7224
2022Q1,Greater Glasgow and Clyde,5,1466,6963
2022Q2,Greater Glasgow and Clyde,5,1568,7783
2022Q3,Greater Glasgow and Clyde,5,1466,5571
2017Q3,Greater Glasgow and Clyde,1,2310,10324
2017Q4,Greater Glasgow and Clyde,1,2603,10757
2018Q1,Greater Glasgow and Clyde,1,2380,10494
2018Q2,Greater Glasgow and Clyde,1,2165,8717
2018Q3,Greater Glasgow and Clyde,1,2277,9024
2018Q4,Greater Glasgow and Clyde,1,2316,9544
2019Q1,Greater Glasgow and Clyde,1,2380,11619
2019Q2,Greater Glasgow and Clyde,1,2179,10980
2019Q3,Greater Glasgow and Clyde,1,2194,9618
2019Q4,Greater Glasgow and Clyde,1,2437,10527
2020Q1,Greater Glasgow and Clyde,1,2220,10179
2020Q2,Greater Glasgow and Clyde,1,1616,7794
2020Q3,Greater Glasgow and Clyde,1,1976,8863
2020Q4,Greater Glasgow and Clyde,1,1968,9140
2021Q1,Greater Glasgow and Clyde,1,1839,9420
2021Q2,Greater Glasgow and Clyde,1,2086,10226
2021Q3,Greater Glasgow and Clyde,1,1988,8925
2021Q4,Greater Glasgow and Clyde,1,1897,9670
2022Q1,Greater Glasgow and Clyde,1,1687,7583
2022Q2,Greater Glasgow and Clyde,1,1698,8379
2022Q3,Greater Glasgow and Clyde,1,1703,11492
2017Q3,Greater Glasgow and Clyde,2,770,3263
2017Q4,Greater Glasgow and Clyde,2,794,2847
2018Q1,Greater Glasgow and Clyde,2,806,3544
2018Q2,Greater Glasgow and Clyde,2,746,3078
2018Q3,Greater Glasgow and Clyde,2,710,2940
2018Q4,Greater Glasgow and Clyde,2,710,3364
2019Q1,Greater Glasgow and Clyde,2,736,3042
2019Q2,Greater Glasgow and Clyde,2,705,3139
2019Q3,Greater Glasgow and Clyde,2,738,3111
2019Q4,Greater Glasgow and Clyde,2,773,3218
2020Q1,Greater Glasgow and Clyde,2,729,3918
2020Q2,Greater Glasgow and Clyde,2,466,1814
2020Q3,Greater Glasgow and Clyde,2,548,2467
2020Q4,Greater Glasgow and Clyde,2,522,2219
2021Q1,Greater Glasgow and Clyde,2,509,2124
2021Q2,Greater Glasgow and Clyde,2,593,2675
2021Q3,Greater Glasgow and Clyde,2,626,2784
2021Q4,Greater Glasgow and Clyde,2,636,3080
2022Q1,Greater Glasgow and Clyde,2,624,2827
2022Q2,Greater Glasgow and Clyde,2,548,2893
2022Q3,Greater Glasgow and Clyde,2,576,2706
2017Q3,Greater Glasgow and Clyde,3,925,4214
2017Q4,Greater Glasgow and Clyde,3,982,4518
2018Q1,Greater Glasgow and Clyde,3,1082,4881
2018Q2,Greater Glasgow and Clyde,3,1022,4041
2018Q3,Greater Glasgow and Clyde,3,907,3710
2018Q4,Greater Glasgow and Clyde,3,1001,4402
2019Q1,Greater Glasgow and Clyde,3,940,4425
2019Q2,Greater Glasgow and Clyde,3,884,4831
2019Q3,Greater Glasgow and Clyde,3,915,4956
2019Q4,Greater Glasgow and Clyde,3,1056,4726
2020Q1,Greater Glasgow and Clyde,3,1097,5550
2020Q2,Greater Glasgow and Clyde,3,594,2800
2020Q3,Greater Glasgow and Clyde,3,828,3540
2020Q4,Greater Glasgow and Clyde,3,911,3787
2021Q1,Greater Glasgow and Clyde,3,740,4049
2021Q2,Greater Glasgow and Clyde,3,816,4214
2021Q3,Greater Glasgow and Clyde,3,774,3901
2021Q4,Greater Glasgow and Clyde,3,808,4221
2022Q1,Greater Glasgow and Clyde,3,777,3821
2022Q2,Greater Glasgow and Clyde,3,804,5569
2022Q3,Greater Glasgow and Clyde,3,691,3536
2017Q3,Greater Glasgow and Clyde,4,591,2372
2017Q4,Greater Glasgow and Clyde,4,637,2799
2018Q1,Greater Glasgow and Clyde,4,631,2715
2018Q2,Greater Glasgow and Clyde,4,586,2581
2018Q3,Greater Glasgow and Clyde,4,493,2647
2018Q4,Greater Glasgow and Clyde,4,533,3056
2019Q1,Greater Glasgow and Clyde,4,527,2049
2019Q2,Greater Glasgow and Clyde,4,520,2902
2019Q3,Greater Glasgow and Clyde,4,549,2673
2019Q4,Greater Glasgow and Clyde,4,557,2430
2020Q1,Greater Glasgow and Clyde,4,528,2977
2020Q2,Greater Glasgow and Clyde,4,392,2069
2020Q3,Greater Glasgow and Clyde,4,501,2843
2020Q4,Greater Glasgow and Clyde,4,420,1932
2021Q1,Greater Glasgow and Clyde,4,362,1943
2021Q2,Greater Glasgow and Clyde,4,566,3066
2021Q3,Greater Glasgow and Clyde,4,477,2759
2021Q4,Greater Glasgow and Clyde,4,514,3206
2022Q1,Greater Glasgow and Clyde,4,425,2714
2022Q2,Greater Glasgow and Clyde,4,375,2025
2022Q3,Greater Glasgow and Clyde,4,416,2579
2017Q3,Greater Glasgow and Clyde,5,597,2636
2017Q4,Greater Glasgow and Clyde,5,671,3537
2018Q1,Greater Glasgow and Clyde,5,668,2790
2018Q2,Greater Glasgow and Clyde,5,606,3350
2018Q3,Greater Glasgow and Clyde,5,575,2764
2018Q4,Greater Glasgow and Clyde,5,642,3469
2019Q1,Greater Glasgow and Clyde,5,653,3738
2019Q2,Greater Glasgow and Clyde,5,610,3323
2019Q3,Greater Glasgow and Clyde,5,666,2844
2019Q4,Greater Glasgow and Clyde,5,658,3546
2020Q1,Greater Glasgow and Clyde,5,598,3519
2020Q2,Greater Glasgow and Clyde,5,398,2075
2020Q3,Greater Glasgow and Clyde,5,508,2170
2020Q4,Greater Glasgow and Clyde,5,552,3028
2021Q1,Greater Glasgow and Clyde,5,499,2639
2021Q2,Greater Glasgow and Clyde,5,584,2769
2021Q3,Greater Glasgow and Clyde,5,520,2942
2021Q4,Greater Glasgow and Clyde,5,464,2458
2022Q1,Greater Glasgow and Clyde,5,537,3294
2022Q2,Greater Glasgow and Clyde,5,472,2752
2022Q3,Greater Glasgow and Clyde,5,438,3000
2017Q3,Greater Glasgow and Clyde,1,150,139
2017Q4,Greater Glasgow and Clyde,1,135,118
2018Q1,Greater Glasgow and Clyde,1,162,190
2018Q2,Greater Glasgow and Clyde,1,129,164
2018Q3,Greater Glasgow and Clyde,1,142,94
2018Q4,Greater Glasgow and Clyde,1,135,171
2019Q1,Greater Glasgow and Clyde,1,125,187
2019Q2,Greater Glasgow and Clyde,1,127,188
2019Q3,Greater Glasgow and Clyde,1,168,90
2019Q4,Greater Glasgow and Clyde,1,162,270
2020Q1,Greater Glasgow and Clyde,1,145,61
2020Q2,Greater Glasgow and Clyde,1,58,23
2020Q3,Greater Glasgow and Clyde,1,76,70
2020Q4,Greater Glasgow and Clyde,1,97,40
2021Q1,Greater Glasgow and Clyde,1,99,103
2021Q2,Greater Glasgow and Clyde,1,121,91
2021Q3,Greater Glasgow and Clyde,1,130,89
2021Q4,Greater Glasgow and Clyde,1,109,12
2022Q1,Greater Glasgow and Clyde,1,80,39
